index;path;class_name;class_number
49;Emotions/Happy/sa10.wav;Happy;3
50;Emotions/Happy/03-01-03-02-02-02-06.wav;Happy;3
51;Emotions/Happy/1019_DFA_HAP_XX.wav;Happy;3
52;Emotions/Happy/1082_WSI_HAP_XX.wav;Happy;3
53;Emotions/Happy/1012_TIE_HAP_XX.wav;Happy;3
54;Emotions/Happy/1007_TIE_HAP_XX.wav;Happy;3
55;Emotions/Happy/1082_DFA_HAP_XX.wav;Happy;3
56;Emotions/Happy/1001_ITH_HAP_XX.wav;Happy;3
57;Emotions/Happy/1014_ITH_HAP_XX.wav;Happy;3
58;Emotions/Happy/d08.wav;Happy;3
59;Emotions/Happy/OAF_read_happy.wav;Happy;3
60;Emotions/Happy/1019_MTI_HAP_XX.wav;Happy;3
61;Emotions/Happy/OAF_red_happy.wav;Happy;3
62;Emotions/Happy/1086_ITS_HAP_XX.wav;Happy;3
63;Emotions/Happy/1004_MTI_HAP_XX.wav;Happy;3
64;Emotions/Happy/1011_MTI_HAP_XX.wav;Happy;3
65;Emotions/Happy/OAF_lid_happy.wav;Happy;3
66;Emotions/Happy/1023_IOM_HAP_XX.wav;Happy;3
67;Emotions/Happy/1036_IOM_HAP_XX.wav;Happy;3
68;Emotions/Happy/d09.wav;Happy;3
69;Emotions/Happy/1009_ITH_HAP_XX.wav;Happy;3
70;Emotions/Happy/1033_IWW_HAP_XX.wav;Happy;3
71;Emotions/Happy/1026_IWW_HAP_XX.wav;Happy;3
72;Emotions/Happy/YAF_dab_happy.wav;Happy;3
73;Emotions/Happy/sa11.wav;Happy;3
74;Emotions/Happy/OAF_lore_happy.wav;Happy;3
75;Emotions/Happy/1087_ITH_HAP_XX.wav;Happy;3
76;Emotions/Happy/h10.wav;Happy;3
77;Emotions/Happy/YAF_death_happy.wav;Happy;3
78;Emotions/Happy/03-01-03-02-02-02-07.wav;Happy;3
79;Emotions/Happy/03-01-03-02-02-02-13.wav;Happy;3
80;Emotions/Happy/1004_DFA_HAP_XX.wav;Happy;3
81;Emotions/Happy/1011_DFA_HAP_XX.wav;Happy;3
82;Emotions/Happy/sa05.wav;Happy;3
83;Emotions/Happy/h04.wav;Happy;3
84;Emotions/Happy/1011_WSI_HAP_XX.wav;Happy;3
85;Emotions/Happy/1004_WSI_HAP_XX.wav;Happy;3
86;Emotions/Happy/1081_TIE_HAP_XX.wav;Happy;3
87;Emotions/Happy/1055_IEO_HAP_LO.wav;Happy;3
88;Emotions/Happy/1040_IEO_HAP_LO.wav;Happy;3
89;Emotions/Happy/YAF_fat_happy.wav;Happy;3
90;Emotions/Happy/YAF_hash_happy.wav;Happy;3
91;Emotions/Happy/YAF_when_happy.wav;Happy;3
92;Emotions/Happy/1008_ITS_HAP_XX.wav;Happy;3
93;Emotions/Happy/1064_TAI_HAP_XX.wav;Happy;3
94;Emotions/Happy/1071_TAI_HAP_XX.wav;Happy;3
95;Emotions/Happy/03-01-03-01-01-02-13.wav;Happy;3
96;Emotions/Happy/1055_TSI_HAP_XX.wav;Happy;3
97;Emotions/Happy/1040_TSI_HAP_XX.wav;Happy;3
98;Emotions/Happy/03-01-03-01-01-02-07.wav;Happy;3
99;Emotions/Happy/1066_IEO_HAP_MD.wav;Happy;3
100;Emotions/Happy/1073_IEO_HAP_MD.wav;Happy;3
101;Emotions/Happy/1032_IWL_HAP_XX.wav;Happy;3
102;Emotions/Happy/1027_IWL_HAP_XX.wav;Happy;3
103;Emotions/Happy/1077_IEO_HAP_HI.wav;Happy;3
104;Emotions/Happy/1062_IEO_HAP_HI.wav;Happy;3
105;Emotions/Happy/YAF_rose_happy.wav;Happy;3
106;Emotions/Happy/03-02-03-01-02-02-23.wav;Happy;3
107;Emotions/Happy/1060_MTI_HAP_XX.wav;Happy;3
108;Emotions/Happy/1075_MTI_HAP_XX.wav;Happy;3
109;Emotions/Happy/n02.wav;Happy;3
110;Emotions/Happy/n16.wav;Happy;3
111;Emotions/Happy/OAF_soap_happy.wav;Happy;3
112;Emotions/Happy/1047_IOM_HAP_XX.wav;Happy;3
113;Emotions/Happy/1052_IOM_HAP_XX.wav;Happy;3
114;Emotions/Happy/OAF_boat_happy.wav;Happy;3
115;Emotions/Happy/1088_IEO_HAP_HI.wav;Happy;3
116;Emotions/Happy/1078_ITH_HAP_XX.wav;Happy;3
117;Emotions/Happy/YAF_bath_happy.wav;Happy;3
118;Emotions/Happy/1057_IWW_HAP_XX.wav;Happy;3
119;Emotions/Happy/1042_IWW_HAP_XX.wav;Happy;3
120;Emotions/Happy/03-02-03-02-01-02-23.wav;Happy;3
121;Emotions/Happy/03-02-03-01-01-02-17.wav;Happy;3
122;Emotions/Happy/1060_DFA_HAP_XX.wav;Happy;3
123;Emotions/Happy/1075_DFA_HAP_XX.wav;Happy;3
124;Emotions/Happy/03-02-03-01-01-02-03.wav;Happy;3
125;Emotions/Happy/1031_IEO_HAP_LO.wav;Happy;3
126;Emotions/Happy/1024_IEO_HAP_LO.wav;Happy;3
127;Emotions/Happy/OAF_mode_happy.wav;Happy;3
128;Emotions/Happy/1075_WSI_HAP_XX.wav;Happy;3
129;Emotions/Happy/1060_WSI_HAP_XX.wav;Happy;3
130;Emotions/Happy/OAF_bar_happy.wav;Happy;3
131;Emotions/Happy/1079_ITS_HAP_XX.wav;Happy;3
132;Emotions/Happy/03-02-03-02-02-02-03.wav;Happy;3
133;Emotions/Happy/1056_IWL_HAP_XX.wav;Happy;3
134;Emotions/Happy/1043_IWL_HAP_XX.wav;Happy;3
135;Emotions/Happy/1002_IEO_HAP_MD.wav;Happy;3
136;Emotions/Happy/YAF_thought_happy.wav;Happy;3
137;Emotions/Happy/1017_IEO_HAP_MD.wav;Happy;3
138;Emotions/Happy/1013_IEO_HAP_HI.wav;Happy;3
139;Emotions/Happy/1006_IEO_HAP_HI.wav;Happy;3
140;Emotions/Happy/1015_TAI_HAP_XX.wav;Happy;3
141;Emotions/Happy/03-02-03-02-02-02-17.wav;Happy;3
142;Emotions/Happy/1031_TSI_HAP_XX.wav;Happy;3
143;Emotions/Happy/1024_TSI_HAP_XX.wav;Happy;3
144;Emotions/Happy/03-02-03-02-02-02-01.wav;Happy;3
145;Emotions/Happy/03-02-03-02-02-02-15.wav;Happy;3
146;Emotions/Happy/1087_IEO_HAP_HI.wav;Happy;3
147;Emotions/Happy/1083_IEO_HAP_MD.wav;Happy;3
148;Emotions/Happy/OAF_whip_happy.wav;Happy;3
149;Emotions/Happy/1048_IOM_HAP_XX.wav;Happy;3
150;Emotions/Happy/1081_TAI_HAP_XX.wav;Happy;3
151;Emotions/Happy/1077_ITH_HAP_XX.wav;Happy;3
152;Emotions/Happy/1062_ITH_HAP_XX.wav;Happy;3
153;Emotions/Happy/03-02-03-01-01-02-15.wav;Happy;3
154;Emotions/Happy/03-02-03-01-01-02-01.wav;Happy;3
155;Emotions/Happy/1064_TIE_HAP_XX.wav;Happy;3
156;Emotions/Happy/1071_TIE_HAP_XX.wav;Happy;3
157;Emotions/Happy/1058_IWW_HAP_XX.wav;Happy;3
158;Emotions/Happy/03-02-03-02-01-02-21.wav;Happy;3
159;Emotions/Happy/YAF_youth_happy.wav;Happy;3
160;Emotions/Happy/03-02-03-02-01-02-09.wav;Happy;3
161;Emotions/Happy/03-02-03-01-02-02-09.wav;Happy;3
162;Emotions/Happy/YAF_gap_happy.wav;Happy;3
163;Emotions/Happy/n28.wav;Happy;3
164;Emotions/Happy/1076_ITS_HAP_XX.wav;Happy;3
165;Emotions/Happy/1063_ITS_HAP_XX.wav;Happy;3
166;Emotions/Happy/03-02-03-01-02-02-21.wav;Happy;3
167;Emotions/Happy/1009_IEO_HAP_HI.wav;Happy;3
168;Emotions/Happy/1059_IWL_HAP_XX.wav;Happy;3
169;Emotions/Happy/n14.wav;Happy;3
170;Emotions/Happy/1018_IEO_HAP_MD.wav;Happy;3
171;Emotions/Happy/03-01-03-01-01-02-11.wav;Happy;3
172;Emotions/Happy/03-01-03-01-01-02-05.wav;Happy;3
173;Emotions/Happy/1089_ITS_HAP_XX.wav;Happy;3
174;Emotions/Happy/1039_IOM_HAP_XX.wav;Happy;3
175;Emotions/Happy/f09.wav;Happy;3
176;Emotions/Happy/YAF_calm_happy.wav;Happy;3
177;Emotions/Happy/OAF_goose_happy.wav;Happy;3
178;Emotions/Happy/OAF_pick_happy.wav;Happy;3
179;Emotions/Happy/YAF_take_happy.wav;Happy;3
180;Emotions/Happy/1013_ITH_HAP_XX.wav;Happy;3
181;Emotions/Happy/1006_ITH_HAP_XX.wav;Happy;3
182;Emotions/Happy/1085_DFA_HAP_XX.wav;Happy;3
183;Emotions/Happy/1090_DFA_HAP_XX.wav;Happy;3
184;Emotions/Happy/OAF_numb_happy.wav;Happy;3
185;Emotions/Happy/03-01-03-02-02-02-05.wav;Happy;3
186;Emotions/Happy/1015_TIE_HAP_XX.wav;Happy;3
187;Emotions/Happy/1029_IWW_HAP_XX.wav;Happy;3
188;Emotions/Happy/1090_WSI_HAP_XX.wav;Happy;3
189;Emotions/Happy/1085_WSI_HAP_XX.wav;Happy;3
190;Emotions/Happy/h12.wav;Happy;3
191;Emotions/Happy/sa13.wav;Happy;3
192;Emotions/Happy/h06.wav;Happy;3
193;Emotions/Happy/sa07.wav;Happy;3
194;Emotions/Happy/03-01-03-02-02-02-11.wav;Happy;3
195;Emotions/Happy/OAF_judge_happy.wav;Happy;3
196;Emotions/Happy/1088_ITH_HAP_XX.wav;Happy;3
197;Emotions/Happy/03-01-03-01-02-02-19.wav;Happy;3
198;Emotions/Happy/YAF_hire_happy.wav;Happy;3
199;Emotions/Happy/YAF_king_happy.wav;Happy;3
200;Emotions/Happy/1012_ITS_HAP_XX.wav;Happy;3
201;Emotions/Happy/1007_ITS_HAP_XX.wav;Happy;3
202;Emotions/Happy/1085_MTI_HAP_XX.wav;Happy;3
203;Emotions/Happy/1090_MTI_HAP_XX.wav;Happy;3
204;Emotions/Happy/03-01-03-02-01-02-19.wav;Happy;3
205;Emotions/Happy/1078_IEO_HAP_HI.wav;Happy;3
206;Emotions/Happy/YAF_dog_happy.wav;Happy;3
207;Emotions/Happy/YAF_young_happy.wav;Happy;3
208;Emotions/Happy/1069_IEO_HAP_MD.wav;Happy;3
209;Emotions/Happy/1028_IWL_HAP_XX.wav;Happy;3
210;Emotions/Happy/1065_IEO_HAP_HI.wav;Happy;3
211;Emotions/Happy/1070_IEO_HAP_HI.wav;Happy;3
212;Emotions/Happy/03-01-03-02-01-02-24.wav;Happy;3
213;Emotions/Happy/1020_IWL_HAP_XX.wav;Happy;3
214;Emotions/Happy/1035_IWL_HAP_XX.wav;Happy;3
215;Emotions/Happy/1074_IEO_HAP_MD.wav;Happy;3
216;Emotions/Happy/1061_IEO_HAP_MD.wav;Happy;3
217;Emotions/Happy/1047_TSI_HAP_XX.wav;Happy;3
218;Emotions/Happy/1052_TSI_HAP_XX.wav;Happy;3
219;Emotions/Happy/1076_TAI_HAP_XX.wav;Happy;3
220;Emotions/Happy/1063_TAI_HAP_XX.wav;Happy;3
221;Emotions/Happy/OAF_juice_happy.wav;Happy;3
222;Emotions/Happy/OAF_fail_happy.wav;Happy;3
223;Emotions/Happy/03-01-03-02-01-02-18.wav;Happy;3
224;Emotions/Happy/OAF_lease_happy.wav;Happy;3
225;Emotions/Happy/1047_IEO_HAP_LO.wav;Happy;3
226;Emotions/Happy/1052_IEO_HAP_LO.wav;Happy;3
227;Emotions/Happy/1086_TIE_HAP_XX.wav;Happy;3
228;Emotions/Happy/03-01-03-01-02-02-18.wav;Happy;3
229;Emotions/Happy/1003_WSI_HAP_XX.wav;Happy;3
230;Emotions/Happy/1016_WSI_HAP_XX.wav;Happy;3
231;Emotions/Happy/1016_DFA_HAP_XX.wav;Happy;3
232;Emotions/Happy/1003_DFA_HAP_XX.wav;Happy;3
233;Emotions/Happy/03-01-03-01-02-02-24.wav;Happy;3
234;Emotions/Happy/OAF_shall_happy.wav;Happy;3
235;Emotions/Happy/1080_ITH_HAP_XX.wav;Happy;3
236;Emotions/Happy/sa06.wav;Happy;3
237;Emotions/Happy/h07.wav;Happy;3
238;Emotions/Happy/1008_TIE_HAP_XX.wav;Happy;3
239;Emotions/Happy/03-01-03-02-02-02-10.wav;Happy;3
240;Emotions/Happy/1021_IWW_HAP_XX.wav;Happy;3
241;Emotions/Happy/1034_IWW_HAP_XX.wav;Happy;3
242;Emotions/Happy/YAF_pool_happy.wav;Happy;3
243;Emotions/Happy/03-01-03-02-02-02-04.wav;Happy;3
244;Emotions/Happy/sa12.wav;Happy;3
245;Emotions/Happy/h13.wav;Happy;3
246;Emotions/Happy/OAF_near_happy.wav;Happy;3
247;Emotions/Happy/1031_IOM_HAP_XX.wav;Happy;3
248;Emotions/Happy/1024_IOM_HAP_XX.wav;Happy;3
249;Emotions/Happy/YAF_book_happy.wav;Happy;3
250;Emotions/Happy/YAF_said_happy.wav;Happy;3
251;Emotions/Happy/f08.wav;Happy;3
252;Emotions/Happy/03-01-03-01-01-02-04.wav;Happy;3
253;Emotions/Happy/1016_MTI_HAP_XX.wav;Happy;3
254;Emotions/Happy/1003_MTI_HAP_XX.wav;Happy;3
255;Emotions/Happy/03-01-03-01-01-02-10.wav;Happy;3
256;Emotions/Happy/OAF_turn_happy.wav;Happy;3
257;Emotions/Happy/1081_ITS_HAP_XX.wav;Happy;3
258;Emotions/Happy/1023_TSI_HAP_XX.wav;Happy;3
259;Emotions/Happy/1036_TSI_HAP_XX.wav;Happy;3
260;Emotions/Happy/1012_TAI_HAP_XX.wav;Happy;3
261;Emotions/Happy/n15.wav;Happy;3
262;Emotions/Happy/1007_TAI_HAP_XX.wav;Happy;3
263;Emotions/Happy/1001_IEO_HAP_HI.wav;Happy;3
264;Emotions/Happy/1014_IEO_HAP_HI.wav;Happy;3
265;Emotions/Happy/n01.wav;Happy;3
266;Emotions/Happy/03-02-03-01-02-02-20.wav;Happy;3
267;Emotions/Happy/1010_IEO_HAP_MD.wav;Happy;3
268;Emotions/Happy/1005_IEO_HAP_MD.wav;Happy;3
269;Emotions/Happy/1044_IWL_HAP_XX.wav;Happy;3
270;Emotions/Happy/1051_IWL_HAP_XX.wav;Happy;3
271;Emotions/Happy/03-02-03-01-02-02-08.wav;Happy;3
272;Emotions/Happy/n29.wav;Happy;3
273;Emotions/Happy/YAF_void_happy.wav;Happy;3
274;Emotions/Happy/YAF_mood_happy.wav;Happy;3
275;Emotions/Happy/YAF_tip_happy.wav;Happy;3
276;Emotions/Happy/1067_WSI_HAP_XX.wav;Happy;3
277;Emotions/Happy/1072_WSI_HAP_XX.wav;Happy;3
278;Emotions/Happy/1023_IEO_HAP_LO.wav;Happy;3
279;Emotions/Happy/1036_IEO_HAP_LO.wav;Happy;3
280;Emotions/Happy/03-02-03-02-01-02-08.wav;Happy;3
281;Emotions/Happy/03-02-03-02-01-02-20.wav;Happy;3
282;Emotions/Happy/YAF_wash_happy.wav;Happy;3
283;Emotions/Happy/1072_DFA_HAP_XX.wav;Happy;3
284;Emotions/Happy/1067_DFA_HAP_XX.wav;Happy;3
285;Emotions/Happy/1079_TIE_HAP_XX.wav;Happy;3
286;Emotions/Happy/03-02-03-01-01-02-14.wav;Happy;3
287;Emotions/Happy/1045_IWW_HAP_XX.wav;Happy;3
288;Emotions/Happy/1050_IWW_HAP_XX.wav;Happy;3
289;Emotions/Happy/YAF_limb_happy.wav;Happy;3
290;Emotions/Happy/1055_IOM_HAP_XX.wav;Happy;3
291;Emotions/Happy/1040_IOM_HAP_XX.wav;Happy;3
292;Emotions/Happy/1089_TAI_HAP_XX.wav;Happy;3
293;Emotions/Happy/03-02-03-02-02-02-14.wav;Happy;3
294;Emotions/Happy/1072_MTI_HAP_XX.wav;Happy;3
295;Emotions/Happy/1067_MTI_HAP_XX.wav;Happy;3
296;Emotions/Happy/1002_MTI_HAP_XX.wav;Happy;3
297;Emotions/Happy/1017_MTI_HAP_XX.wav;Happy;3
298;Emotions/Happy/OAF_shawl_happy.wav;Happy;3
299;Emotions/Happy/1080_ITS_HAP_XX.wav;Happy;3
300;Emotions/Happy/03-02-03-02-02-02-04.wav;Happy;3
301;Emotions/Happy/OAF_vote_happy.wav;Happy;3
302;Emotions/Happy/1025_IOM_HAP_XX.wav;Happy;3
303;Emotions/Happy/1030_IOM_HAP_XX.wav;Happy;3
304;Emotions/Happy/OAF_nag_happy.wav;Happy;3
305;Emotions/Happy/03-02-03-02-02-02-10.wav;Happy;3
306;Emotions/Happy/YAF_get_happy.wav;Happy;3
307;Emotions/Happy/03-02-03-01-01-02-10.wav;Happy;3
308;Emotions/Happy/03-02-03-01-01-02-04.wav;Happy;3
309;Emotions/Happy/OAF_room_happy.wav;Happy;3
310;Emotions/Happy/1035_IWW_HAP_XX.wav;Happy;3
311;Emotions/Happy/1020_IWW_HAP_XX.wav;Happy;3
312;Emotions/Happy/1009_TIE_HAP_XX.wav;Happy;3
313;Emotions/Happy/OAF_join_happy.wav;Happy;3
314;Emotions/Happy/YAF_far_happy.wav;Happy;3
315;Emotions/Happy/1002_DFA_HAP_XX.wav;Happy;3
316;Emotions/Happy/1017_DFA_HAP_XX.wav;Happy;3
317;Emotions/Happy/1081_ITH_HAP_XX.wav;Happy;3
318;Emotions/Happy/OAF_sure_happy.wav;Happy;3
319;Emotions/Happy/1053_IEO_HAP_LO.wav;Happy;3
320;Emotions/Happy/1046_IEO_HAP_LO.wav;Happy;3
321;Emotions/Happy/YAF_burn_happy.wav;Happy;3
322;Emotions/Happy/1017_WSI_HAP_XX.wav;Happy;3
323;Emotions/Happy/1002_WSI_HAP_XX.wav;Happy;3
324;Emotions/Happy/YAF_luck_happy.wav;Happy;3
325;Emotions/Happy/03-02-03-02-01-02-24.wav;Happy;3
326;Emotions/Happy/1087_TIE_HAP_XX.wav;Happy;3
327;Emotions/Happy/03-02-03-01-02-02-24.wav;Happy;3
328;Emotions/Happy/n05.wav;Happy;3
329;Emotions/Happy/n11.wav;Happy;3
330;Emotions/Happy/1060_IEO_HAP_MD.wav;Happy;3
331;Emotions/Happy/1075_IEO_HAP_MD.wav;Happy;3
332;Emotions/Happy/1034_IWL_HAP_XX.wav;Happy;3
333;Emotions/Happy/1021_IWL_HAP_XX.wav;Happy;3
334;Emotions/Happy/1071_IEO_HAP_HI.wav;Happy;3
335;Emotions/Happy/1064_IEO_HAP_HI.wav;Happy;3
336;Emotions/Happy/1062_TAI_HAP_XX.wav;Happy;3
337;Emotions/Happy/1077_TAI_HAP_XX.wav;Happy;3
338;Emotions/Happy/1053_TSI_HAP_XX.wav;Happy;3
339;Emotions/Happy/1046_TSI_HAP_XX.wav;Happy;3
340;Emotions/Happy/YAF_rush_happy.wav;Happy;3
341;Emotions/Happy/OAF_mop_happy.wav;Happy;3
342;Emotions/Happy/1066_MTI_HAP_XX.wav;Happy;3
343;Emotions/Happy/1073_MTI_HAP_XX.wav;Happy;3
344;Emotions/Happy/03-01-03-01-01-02-14.wav;Happy;3
345;Emotions/Happy/1088_TAI_HAP_XX.wav;Happy;3
346;Emotions/Happy/1041_IOM_HAP_XX.wav;Happy;3
347;Emotions/Happy/1054_IOM_HAP_XX.wav;Happy;3
348;Emotions/Happy/03-01-03-02-02-02-14.wav;Happy;3
349;Emotions/Happy/h03.wav;Happy;3
350;Emotions/Happy/sa02.wav;Happy;3
351;Emotions/Happy/YAF_keg_happy.wav;Happy;3
352;Emotions/Happy/1051_IWW_HAP_XX.wav;Happy;3
353;Emotions/Happy/1044_IWW_HAP_XX.wav;Happy;3
354;Emotions/Happy/1078_TIE_HAP_XX.wav;Happy;3
355;Emotions/Happy/03-01-03-01-02-02-08.wav;Happy;3
356;Emotions/Happy/1066_DFA_HAP_XX.wav;Happy;3
357;Emotions/Happy/1073_DFA_HAP_XX.wav;Happy;3
358;Emotions/Happy/1073_WSI_HAP_XX.wav;Happy;3
359;Emotions/Happy/1066_WSI_HAP_XX.wav;Happy;3
360;Emotions/Happy/03-01-03-01-02-02-20.wav;Happy;3
361;Emotions/Happy/1037_IEO_HAP_LO.wav;Happy;3
362;Emotions/Happy/1022_IEO_HAP_LO.wav;Happy;3
363;Emotions/Happy/03-01-03-02-01-02-20.wav;Happy;3
364;Emotions/Happy/1006_TAI_HAP_XX.wav;Happy;3
365;Emotions/Happy/1013_TAI_HAP_XX.wav;Happy;3
366;Emotions/Happy/1037_TSI_HAP_XX.wav;Happy;3
367;Emotions/Happy/1022_TSI_HAP_XX.wav;Happy;3
368;Emotions/Happy/03-01-03-02-01-02-08.wav;Happy;3
369;Emotions/Happy/1050_IWL_HAP_XX.wav;Happy;3
370;Emotions/Happy/1045_IWL_HAP_XX.wav;Happy;3
371;Emotions/Happy/OAF_life_happy.wav;Happy;3
372;Emotions/Happy/1004_IEO_HAP_MD.wav;Happy;3
373;Emotions/Happy/1011_IEO_HAP_MD.wav;Happy;3
374;Emotions/Happy/1015_IEO_HAP_HI.wav;Happy;3
375;Emotions/Happy/1019_IEO_HAP_MD.wav;Happy;3
376;Emotions/Happy/1058_IWL_HAP_XX.wav;Happy;3
377;Emotions/Happy/03-01-03-02-01-02-09.wav;Happy;3
378;Emotions/Happy/1008_IEO_HAP_HI.wav;Happy;3
379;Emotions/Happy/03-01-03-02-01-02-21.wav;Happy;3
380;Emotions/Happy/OAF_doll_happy.wav;Happy;3
381;Emotions/Happy/YAF_fit_happy.wav;Happy;3
382;Emotions/Happy/YAF_ring_happy.wav;Happy;3
383;Emotions/Happy/1062_ITS_HAP_XX.wav;Happy;3
384;Emotions/Happy/1077_ITS_HAP_XX.wav;Happy;3
385;Emotions/Happy/OAF_shack_happy.wav;Happy;3
386;Emotions/Happy/03-01-03-01-02-02-21.wav;Happy;3
387;Emotions/Happy/03-01-03-01-02-02-09.wav;Happy;3
388;Emotions/Happy/1059_IWW_HAP_XX.wav;Happy;3
389;Emotions/Happy/YAF_raise_happy.wav;Happy;3
390;Emotions/Happy/1070_TIE_HAP_XX.wav;Happy;3
391;Emotions/Happy/1065_TIE_HAP_XX.wav;Happy;3
392;Emotions/Happy/03-01-03-02-02-02-15.wav;Happy;3
393;Emotions/Happy/sa03.wav;Happy;3
394;Emotions/Happy/h02.wav;Happy;3
395;Emotions/Happy/1063_ITH_HAP_XX.wav;Happy;3
396;Emotions/Happy/1076_ITH_HAP_XX.wav;Happy;3
397;Emotions/Happy/YAF_make_happy.wav;Happy;3
398;Emotions/Happy/03-01-03-02-02-02-01.wav;Happy;3
399;Emotions/Happy/03-01-03-01-01-02-01.wav;Happy;3
400;Emotions/Happy/1082_IEO_HAP_MD.wav;Happy;3
401;Emotions/Happy/1086_IEO_HAP_HI.wav;Happy;3
402;Emotions/Happy/1080_TAI_HAP_XX.wav;Happy;3
403;Emotions/Happy/03-01-03-01-01-02-15.wav;Happy;3
404;Emotions/Happy/1049_IOM_HAP_XX.wav;Happy;3
405;Emotions/Happy/1029_IWL_HAP_XX.wav;Happy;3
406;Emotions/Happy/1068_IEO_HAP_MD.wav;Happy;3
407;Emotions/Happy/OAF_mess_happy.wav;Happy;3
408;Emotions/Happy/OAF_bite_happy.wav;Happy;3
409;Emotions/Happy/1079_IEO_HAP_HI.wav;Happy;3
410;Emotions/Happy/03-02-03-01-02-02-19.wav;Happy;3
411;Emotions/Happy/OAF_talk_happy.wav;Happy;3
412;Emotions/Happy/n10.wav;Happy;3
413;Emotions/Happy/YAF_tape_happy.wav;Happy;3
414;Emotions/Happy/1006_ITS_HAP_XX.wav;Happy;3
415;Emotions/Happy/1013_ITS_HAP_XX.wav;Happy;3
416;Emotions/Happy/1091_MTI_HAP_XX.wav;Happy;3
417;Emotions/Happy/1084_MTI_HAP_XX.wav;Happy;3
418;Emotions/Happy/n04.wav;Happy;3
419;Emotions/Happy/YAF_rot_happy.wav;Happy;3
420;Emotions/Happy/OAF_fall_happy.wav;Happy;3
421;Emotions/Happy/03-02-03-02-01-02-19.wav;Happy;3
422;Emotions/Happy/1089_ITH_HAP_XX.wav;Happy;3
423;Emotions/Happy/1084_WSI_HAP_XX.wav;Happy;3
424;Emotions/Happy/1091_WSI_HAP_XX.wav;Happy;3
425;Emotions/Happy/1028_IWW_HAP_XX.wav;Happy;3
426;Emotions/Happy/1014_TIE_HAP_XX.wav;Happy;3
427;Emotions/Happy/1001_TIE_HAP_XX.wav;Happy;3
428;Emotions/Happy/1007_ITH_HAP_XX.wav;Happy;3
429;Emotions/Happy/1012_ITH_HAP_XX.wav;Happy;3
430;Emotions/Happy/03-02-03-01-01-02-05.wav;Happy;3
431;Emotions/Happy/03-02-03-01-01-02-11.wav;Happy;3
